p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
5.27970722233439e-104,1.19573417061579,0.79,0.441,9.51984009259114e-100,Tumor Front,NME4
6.53091453590777e-124,1.19381717152002,0.888,0.496,1.17758919996953e-119,Tumor Front,ZNF217
7.82675184526741e-87,1.19275120943416,0.745,0.432,1.41124162522017e-82,Tumor Front,HSPE1
6.82416725983547e-43,1.1919246166079,0.523,0.319,1.23046559862093e-38,Tumor Front,MCM4
9.00014020845986e-154,1.19021635932384,0.956,0.462,1.6228152809874e-149,Tumor Front,SCD
2.5417518923631e-127,1.18969167052698,0.909,0.513,4.58303283711991e-123,Tumor Front,SLC25A39
2.53661284631644e-76,1.18851749269269,0.695,0.378,4.57376662319317e-72,Tumor Front,PAFAH1B3
4.50026054350348e-77,1.18780492919699,0.681,0.362,8.11441978599113e-73,Tumor Front,KIAA1324
2.82778615660721e-77,1.18601709098879,0.723,0.4,5.09878121897845e-73,Tumor Front,ALCAM
5.84256231010188e-38,1.18539246662462,0.507,0.329,1.05347241013447e-33,Tumor Front,PIAS3
1.09865048633013e-41,1.18001788267269,0.522,0.331,1.98097669190186e-37,Tumor Front,DNAJA3
3.90518881367498e-55,1.17821075118338,0.599,0.353,7.04144594993736e-51,Tumor Front,WDR34
8.20913127259171e-65,1.1759415754013,0.673,0.426,1.48018845976101e-60,Tumor Front,CAPRIN1
1.5159746444479e-108,1.17506740490826,0.837,0.487,2.73345388140401e-104,Tumor Front,NUCKS1
8.07767479678526e-103,1.17447550197563,0.836,0.467,1.45648554260835e-98,Tumor Front,DDX42
9.88221779085327e-38,1.17290374220859,0.512,0.328,1.78186268986875e-33,Tumor Front,SUCO
1.1597111504495e-62,1.17129565721311,0.648,0.373,2.09107517537549e-58,Tumor Front,EFNA1
1.98928804600199e-95,1.16939977520617,0.795,0.381,3.58688527574618e-91,Tumor Front,MAL2
8.48312220115244e-85,1.16832453854658,0.713,0.383,1.5295917640898e-80,Tumor Front,STRADA
1.02650313240342e-136,1.16755612669988,0.96,0.429,1.85088779803661e-132,Tumor Front,MLPH
8.94784254213386e-69,1.1635001950228,0.673,0.391,1.61338548877216e-64,Tumor Front,DPY30
1.05174720287644e-70,1.16244811734669,0.683,0.414,1.8964053815065e-66,Tumor Front,SF3B3
2.04523041784248e-125,1.16111968502426,0.924,0.538,3.68775496641177e-121,Tumor Front,KIF5B
1.37585629368297e-90,1.16058443734643,0.753,0.385,2.48080648313976e-86,Tumor Front,TMEM106C
8.8475708089937e-127,1.15773405879235,0.928,0.573,1.59530549256965e-122,Tumor Front,AKT1
2.64813136654571e-103,1.15629504292211,0.832,0.476,4.77484566701858e-99,Tumor Front,ECHS1
7.54534871770797e-45,1.15457966677286,0.552,0.35,1.36050182728992e-40,Tumor Front,MBOAT7
1.94386925812554e-42,1.154433013348,0.515,0.304,3.50499065932617e-38,Tumor Front,HID1
1.36913037244255e-123,1.15324087706946,0.943,0.556,2.46867897455117e-119,Tumor Front,S100A16
2.34449854739035e-66,1.15109072731721,0.666,0.375,4.22736533079954e-62,Tumor Front,GALNT7
8.25456340956917e-74,1.14887889946793,0.693,0.407,1.48838032837942e-69,Tumor Front,TMEM183A
3.17672128651648e-68,1.14832999005838,0.631,0.354,5.72794615171787e-64,Tumor Front,TSTA3
1.80140354831835e-80,1.1480933097463,0.747,0.45,3.24811073797281e-76,Tumor Front,CCT6A
1.32674769272448e-104,1.14482629360774,0.857,0.515,2.3922587647515e-100,Tumor Front,ECH1
